Mine Code,Mine Name,Commodity,Type,Owner,Tel,District,Province,Farm,Postal
10387,MARICO CHROME CORP (PTY) LTD,CHROME ORE,OPENCAST,VERREF - VERENIGING REFRACTORIES (PTY) LTD,(018) 350 9906,MADIKWE,NORTH-WEST,"ALLEWYNSPOORT 29 JP, DRIEKOP 14 JP, GOUDINI 30 JP 2 & 3, STRYDFONTEIN 125 JP A",PO BOX 117 VEREENIGING 1930
14481,MARICO SLATE (PTY) LTD,DIMENSION STONE SLATE,OPENCAST,MARICO SLATE (PTY) LTD,071 361 7732,MADIKWE,NORTH-WEST,"BROEKMANSFONTEIN 294 JP 8 & 18, KLIPBANKFONTEIN 8",PO BOX 347 KOSTER 0348
11235,MARICO-MYN,"LIMESTONE, LIME",OPENCAST,OOS-TVL KALKVERSKAFFERS (EDMS) BPK,(018) 464 7820,MADIKWE,NORTH-WEST,RHENOSTERFONTEIN 304 JP,PO BOX 31 KLERKSDORP 2570
13459,MARIKANA - BRITS,DIMENSION STONE GRANITE,OPENCAST,EAGLE GRANITE (PTY) LTD,(011) 803 3910,BRITS,NORTH-WEST,"HARTEBEESTPOORT 410 JQ 410 JQ 1176, 1183",PO BOX 6194 RIVONIA 2128
13545,MARIKANA PLATINUM MINE,"PGM, GOLD, COBALT METAL IC, COPPER, NICKEL, SULPHUR",OPENCAST,SIBANYE PLATINUM,(014) 536 4118,RUSTENBURG,NORTH-WEST,SPRUITFONTEIN ROAD N4 HIGHWAY MARIKANA,PO BOX 795 MARIKANA 0284
12759,MARLIN GRANITE RUSTENBURG (PTY) LTD - KUDU GRANITE RUSTENBURG DIVISION,DIMENSION STONE GRANITE,OPENCAST,KUDU GRANITE - RUSTENBUG DIVISION,(012) 252 7798,RUSTENBURG,NORTH-WEST,"VLAKFONTEIN 276 JQ PTN, FARM 283 JQ, BERSEBA 397 IQ, BOSCHPOORT 284 JQ, MARIKANA VARIOUS, MINACO 8 & 12, NELLS 18, NOOITGEDACHT 287 JQ, ELANDSHEUVEL, SCHAAPKRAAL 292 JQ, SPRINGBOK 3, TWEEDEFONTEIN VARIOUS, WONDERKOP 400 JQ 1 & 2, FARM 282 JQ",PO BOX 4664 BRITS 0250
14289,MARTHINUS HOLTZHOUSEN ROOS,SAND NATURAL,OPENCAST,MARTHINUS HOLTZHOUSEN ROOS,(018) 642 1246,MADIKWE,NORTH-WEST,"DOORNRIVIER 99 JP, HEUNINGBOOM 99 JP",PO BOX 1554 ZEERUST 2865
14591,MARX DELWERY,DIAMONDS ALLUVIAL,OPENCAST,BJ KANES,079 365 0869,WOLMARANSSTAD,NORTH-WEST,"SYFERFONTEIN 2 HP 17, PALMIETFONTEIN 312 HP 2 3 6 9",PO BOX 206 WOLMARANSSTAD 2630
15211,MASAKE MINING,DIMENSION STONE GRANITE,OPENCAST,MASAKE MINING,082 669 4159,BRITS,NORTH-WEST,"HARTEBEESPOORT 419 JQ 1003 C, ROODEKOPJES 417 JQ 833 & 175",PO BOX 5075 PLATINUM MALL BRITS  0250
14379,MAT ROUX & SONS DIAMOND MINING (PTY) LTD,"AGGREGATE, DIAMONDS ALLUVIAL, SAND NATURAL",OPENCAST,MAT ROUX AND SONS DIAMOND MINING (PTY) LTD,(018) 632 9398,LICHTENBURG,NORTH-WEST,UITGEVONDEN 355 JP 9,PO BOX 3280 LICHTENBURG 2740
14703,MATAYO DIAMOND MINE,DIAMONDS ALLUVIAL,OPENCAST,MATAYO TRADING 7 (PTY) LTD,(053) 953 0108,VRYBURG,NORTH-WEST,GRASPAN 773,PO BOX 13509 SINOVILLE 0129
13641,MATUTU CLAY MINING (PTY) LTD,ATTAPULGITE,OPENCAST,MATUTU ABSORBENTS (PTY) LTD,(011) 478 0923,RUSTENBURG,NORTH-WEST,PUTSFONTEIN,PO BOX 4965 CRESTA 2118
14979,MAXIMA SILICA (PTY) LTD,SILICA,OPENCAST,MAXIMA HOLDINGS,087 941 2589,RUSTENBURG,NORTH-WEST,"BULTFONTEIN 259 JQ 3 OF 1, PTN BOSHOEK 1",PO BOX 245 BOSHOEK NORTH WEST  0301
14277,MC BARNARDT DELWERY,DIAMONDS ALLUVIAL,OPENCAST,MC BARNARDT,729 960 368,VRYBURG,NORTH-WEST,"BERNAUW 674 IN 56, CONSTANTIA",VOORTREKKER STREET 2 LEEUDORINGSTAD 2640
14199,MEDE DIAMANTE - KATDOORNKRAAL,DIAMONDS ALLUVIAL,OPENCAST,DU TOIT & BOTHA BOERDERY,082 610 7241,WOLMARANSSTAD,NORTH-WEST,KATDOORNKRAAL 249 HO,PO BOX 636 WOLMARANSSTAD 2630
14349,MEONDO TRADING 72 (PTY) LTD,DIAMONDS ALLUVIAL,OPENCAST,MEONDO TRADING 72 (PTY) LTD,(053) 963 1081,SCHWEIZER - RENEKE,NORTH-WEST,GANSPAN 194 HO 1,PO BOX 1086 SCHWEIZER-RENEKE 2780
13559,MERAFE FERROCHROME & MINING (PTY) LTD,CHROMIUM ALLOYS,SURFACE,GLENCORE MERAFE VENTURE,(014) 573 1211,RUSTENBURG,NORTH-WEST,"BOSHOEK, RUSTENBURG 205 KP",PRIVATE BAG X4011 BOSHOEK 0301
10525,METMIN (PTY) LTD,MANGANESE ORE,OPENCAST,OBNOSIS (PTY) LTD,(011) 805 4662,VENTERSDORP,NORTH-WEST,"BRANDVLEI 261 IQ, ELANDSFONTEIN 277 IQ, LUIPAARDSVLEI 243 IQ, RYEDALE, WATERVAL 174 IQ",POSBUS 1205 HALFWAY HOUSE MIDRAND  1685
15419,MIERKATDORST TRUST DELWERY,DIAMONDS ALLUVIAL,OPENCAST,JAN ALBERT BARNARD,078 412 6246,LICHTENBURG,NORTH-WEST,TWEE BUFFELS GESCHIET 42 IP,PO BOX 265 COLINY 2725
13860,MIRAMAR TRADING,DIAMONDS ALLUVIAL,OPENCAST,MIRAMAR TRADING 57 CC,(053) 963 1081,SCHWEIZER - RENEKE,NORTH-WEST,MAHEMPANNEN 217 HO,PO BOX 1086 SCHWEIZER-RENEKE 2780
15170,MODDERKRAAL MP 67/2003,DIAMONDS ALLUVIAL,OPENCAST,DODECA DIAMANTE (EDMS) BPK,(018) 293 3875,WOLMARANSSTAD,NORTH-WEST,MODDERKRAAL 51 HP VARIOUS PT,PO BOX 6754 BAILIE PARK POTCHEFSTROOM  2526
15131,MOETI DELWERY,DIAMONDS ALLUVIAL,OPENCAST,GE MOETI,(053) 963 1081,WOLMARANSSTAD,NORTH-WEST,DOORNBULT 224 HO,PO BOX 1086 SCHWEIZER-RENEKE 2780
14509,MONROE MINING TRADING (PTY) LTD,DIAMONDS ALLUVIAL,OPENCAST,MONROE MINING TRADING (PTY) LTD,(053) 963 1108,SCHWEIZER - RENEKE,NORTH-WEST,LONDON 112 HO VARIOUS,PO BOX 93 SCHWEIZER-RENEKE 2780
11636,MOOINOOI STONE CRUSHERS CC,"AGGREGATE, SAND NATURAL",OPENCAST,MOOINOOI STONE CRUSHERS CC,(014) 533 0790,RUSTENBURG,NORTH-WEST,MIDDELKRAAL 466 JQ,POSTNET SUITE 900 PRIVATE BAG X82329 RUSTENBURG  0300
14942,MORENA SE TJELELE,DIAMONDS ALLUVIAL,OPENCAST,MSE TJELELE,074 712 1265,LICHTENBURG,NORTH-WEST,KLIPKUIL 352 JP 21,PO BOX 2852 VEREENIGING 1930
14138,MR COOPERATION (PTY) LTD,DIAMONDS ALLUVIAL,OPENCAST,SONOP DELWERY,(053) 562 0041,CHRISTIANA,NORTH-WEST,KROMELLENBOOG 320 HO,PO BOX 21 DELPORTSHOOP 8377
15002,MS BASSON DELWERY,DIAMONDS ALLUVIAL,OPENCAST,SAAISAND LANDGOED BK,(053) 963 1081,DELAREYVILLE,NORTH-WEST,ZANDVALEI 301 IO,PO BOX 1086 SCHWEIZER-RENEKE 2780
14805,MULDER MINING INVESTMENTS (PTY) LTD - PIENAARSFONTEIN,DIAMONDS ALLUVIAL,OPENCAST,MULDER MINING INVESTMENTS (PTY) LTD,(053) 963 1081,SCHWEIZER - RENEKE,NORTH-WEST,PIENAARSFONTEIN 113 HO,PO BOX 1086 SCHWEIZER-RENEKE 2780
14462,MULRO DIAMONDS (PTY) LTD,DIAMONDS ALLUVIAL,OPENCAST,MULRO DIAMONDS (PTY) LTD,(053) 963 2008,SCHWEIZER - RENEKE,NORTH-WEST,BOTHASHOEK 141 HO,PO BOX 1086 SCHWEIZER-RENEKE 2780
14388,MZ HAMID,DIAMONDS ALLUVIAL,OPENCAST,C & C DELWERY,(018) 468 5355,LICHTENBURG,NORTH-WEST,DOORNKUIL 354 IO,PO BOX 6499 FLAMWOOD 2572
14430,N HAMID - GANSPAN,DIAMONDS ALLUVIAL,OPENCAST,N HAMID - GANSPAN,(018) 468 5355,LICHTENBURG,NORTH-WEST,GANSPAN 351 IO,PO BOX 649 FLAMWOOD KLERKSDORP  2572
15266,NET NOG EENETJIE (PTY) LTD,DIAMONDS ALLUVIAL,OPENCAST,CENTRAL NODE (PTY) LTD,(053) 963 1081,SCHWEIZER - RENEKE,NORTH-WEST,DIAMANDTFONTEIN 220 HO 1,PO BOX 1081 SCHWEIZER-RENEKE 2780
15295,NICOLOR (PTY) LTD,"GOLD, SILVER",UNDERGROUND,VILLAGE MAIN REEF,(018) 473 7303,KLERKSDORP,NORTH-WEST,HARTEBEESTFONTEIN 422 IP,PRIVATE BAG X800 STILFONTEIN 2550
14633,NICUS DELWERY - LONDON,DIAMONDS ALLUVIAL,OPENCAST,MONROE MINING (PTY) LTD,(053) 963 1081,SCHWEIZER - RENEKE,NORTH-WEST,LONDON 112 HO,PO BOX 1086 SCHWEIZER-RENEKE 2780
14684,NIRVANA CRUSHERS CC,"AGGREGATE, SAND NATURAL",OPENCAST,NIVANA CRUSHERS CC,(053) 963 2446,SCHWEIZER - RENEKE,NORTH-WEST,"MIMOSA 61 6, NIRVANA 9",PO BOX 705 SCHWEIZER-RENEKE 2780
12089,NOORDKAAP STEENWERKE,"CLAY BRICKMAKING, SHALE BRICKMAKING",OPENCAST,NOORDKAAP STEENWERKE BK,(053) 983 0136,VRYBURG,NORTH-WEST,"BIESJES BULT 549 3 10 18&36, CHWAING 548 9 & 14, STELLA MUNICIPALITY",PO BOX 272 STELLA 8650
14522,NOORDWES DELWERY BK - DROOGPAN,DIAMONDS ALLUVIAL,OPENCAST,GOTHOMA DIGGINGS CC,(014) 549 3910,VENTERSDORP,NORTH-WEST,DROOGPAN 178 IP REM EXT,PO BOX 20576 NOORDBRUG 2522
14342,NOORDWES DELWERY BK - KLIPGAT,DIAMONDS ALLUVIAL,OPENCAST,NOORDWES DELWERY BK,(053) 963 1081,VENTERSDORP,NORTH-WEST,KLIPGAT 18 IS 1 & 2,PO BOX 1086 SCHWEIZER RENEKE 2780
14343,NOORDWES DELWERY BK - VARKENSKRAAL,DIAMONDS ALLUVIAL,OPENCAST,NOORDWES DELWERY BK,(053) 963 1081,VENTERSDORP,NORTH-WEST,VARKENSKRAAL 93 IQ 5 & 22 REM,PO BOX 1086 SCHWEIZER RENEKE 2780
15317,NOORDWES DELWERY CC - ZWARTPLAAT,DIAMONDS ALLUVIAL,OPENCAST,H BASSON (CONTRACTOR - F & J DELWERYE),082 808 1850,VENTERSDORP,NORTH-WEST,ZWARTPLAAT 170 IP 3 7,PO BOX 20576 NOORDBRUG POTCHEFSTROOM  2522
15383,NOORDWES SAND,SAND NATURAL,OPENCAST,JOHN ROOS,846 213 674,KLERKSDORP,NORTH-WEST,KAFFIR RIVIER 252,RAILWAY 3 KLERK INDUSTRIA KLERKSDORP  2571
13859,OERSONSKRAAL MINING (PTY) LTD,DIAMONDS ALLUVIAL,OPENCAST,OERSONSKRAAL MINING (PTY) LTD,(053) 963 1108,SCHWEIZER - RENEKE,NORTH-WEST,OERSONSKRAAL 250 HO,PO BOX 93 SCHWEIZER-RENEKE 2780
12997,OMNIA METROLOGY (PTY) LTD,PHOSPHORIC ACID,SURFACE,OMNIA FERTILIZER LTD,(011) 709 8888,RUSTENBURG,NORTH-WEST,,PO BOX 69888 BRYANSTON 2021
11077,OMV STILFONTEIN,"AGGREGATE, SAND NATURAL",OPENCAST,OSCAR GOUDRIAAN,(018) 484 4388,KLERKSDORP,NORTH-WEST,"HARTEBEESFONTEIN 422 IP, STILFONTEIN 408 IP",PO BOX 823 STILFONTEIN 2550
13740,PANFONTEIN DELWERY,DIAMONDS ALLUVIAL,OPENCAST,GPJ GROBBELAAR,(057) 353 4413,CHRISTIANA,NORTH-WEST,MORGENROODT,PO BOX 586 WELKOM 9460
13780,PAPAVANGELO TRADING 26 (PTY) LTD,DIAMONDS ALLUVIAL,OPENCAST,SONOP DELWERY,(053) 562 0041,CHRISTIANA,NORTH-WEST,WITGATBOOM 317,PO BOX 21 DELPORTSHOOP 8377
15144,PB LAAS,DIAMONDS ALLUVIAL,OPENCAST,PB LAAS,(053) 963 1081,SCHWEIZER - RENEKE,NORTH-WEST,BOSMANSFONTEIN 330 HO 5,PO BOX 1081 SCHWEIZER-RENEKE 2780
14155,PCB DIAMANTE,DIAMONDS ALLUVIAL,OPENCAST,HILGARDT KAIRUZ,(053) 963 1081,SCHWEIZER - RENEKE,NORTH-WEST,GANSPAN 194 HO,PO BOX 1086 SCHWEIZER RENEKE 2780
13866,PCS DIAMANTE,DIAMONDS ALLUVIAL,OPENCAST,MORNING DEW TRADING 97 (PTY) LTD,(053) 963 1081,SCHWEIZER - RENEKE,NORTH-WEST,MAHEMPANNEN 217 HO,PO BOX 1086 SCHWEIZER-RENEKE 2780
11597,PERING MINE,ZINC METAL IC,OPENCAST,PERING BASE METALS (PTY) LTD,(011) 484 2240,VRYBURG,NORTH-WEST,PERING 1022,POSNET SUITE 253 PRIVATE BAG X30500 HOUGHTON  2041
15418,PERITEX,DIAMONDS ALLUVIAL,OPENCAST,SUMMER SEASON TRADING 64,(053) 963 2900,CHRISTIANA,NORTH-WEST,UITSPANNING 318 HO 4,PO BOX 309 SCHWEIZER-RENEKE 2780
15446,PERITEX,DIAMONDS ALLUVIAL,OPENCAST,MOLATUDI MG,(053) 963 2900,CHRISTIANA,NORTH-WEST,BUITENZORG,PO BOX 309 SCHWEIZER-RENEKE 2780
15354,PETER DEALE,DIAMONDS ALLUVIAL,OPENCAST,SH BARKHUIZEN,(053) 963 1081,SCHWEIZER - RENEKE,NORTH-WEST,DIEWEDRAAI 100 HO VARIOUS,PO BOX 1086 SCHWEIZER-RENEKE 2780
14265,PGL BOERDERY - SCHOONZIGHT,DIAMONDS ALLUVIAL,OPENCAST,PGL BOERDERY (PTY) LTD,(053) 963 1081,CHRISTIANA,NORTH-WEST,SCHOONZIGHT 237 HO 13,PO BOX 1086 SCHWEIZER-RENEKE 2780
14583,PGM RESOURCES HOLDINGS (PTY) LTD,DIMENSION STONE GRANITE,OPENCAST,PGM RESOURCES HOLDINGS (PTY) LTD,(011) 392 6701,RUSTENBURG,NORTH-WEST,BEESTEKRAAL 290 JQ 9,PO BOX 1255 ISANDO 1600
14113,PHARATLHATLE SMALL MINING CC,DIAMONDS ALLUVIAL,OPENCAST,PHARATLHATLHE SMALL MINING CC,(053) 963 1081,CHRISTIANA,NORTH-WEST,CHRISTIANA TOWN AND TOWNLANDS 325 HO,PO BOX 960 SCHWEIZER-RENEKE 2780
13745,PHEPENG MINING (PTY) LTD,DIMENSION STONE GRANITE,OPENCAST,PHEPENG MINING (PTY) LTD,082 882 9168,BRITS,NORTH-WEST,HARTEBEESPOORT B 410 JQ 1222,PO BOX 106 VORENTOE 0259
14950,PHOENIX PLATINUM MINING (PTY) LTD,"PGM, GOLD",SURFACE,PAN AFRICAN RESOURCES PIC,082 800 9273,BRITS,NORTH-WEST,RIETFONTEIN 465 JQ,THE FIRS OFFICE 101 FIRST FLOOR CNR CRADOCK & BIERMANN AVE ROSEBANK 2196
15409,PIENAAR MINES,DIAMONDS ALLUVIAL,OPENCAST,CJ PIENAAR,762 211 178,LICHTENBURG,NORTH-WEST,UITGEVONDEN 355 JP,PO BOX 1092 LICHTENBURG 2740
15142,PIETER STEYN TRUST DELWERY,DIAMONDS ALLUVIAL,OPENCAST,PIETER STEYN,832 621 841,WOLMARANSSTAD,NORTH-WEST,WOLMARANSSTAD TOWN AND TOWNLANDS 184 HO,PO BOX 257 WOLMARANSSTAD 2630
14409,PILANESBERG PLATINUM MINES (PTY) LTD,"PGM, GOLD, COBALT METAL IC, COPPER, NICKEL, SULPHUR",OPENCAST,SEDIBELO PLATINUM MINES LTD,082 871 2387,MANKWE,NORTH-WEST,"BAKHOUTRANTJE 205 JP, GROENFONTEIN 138 JP, PALMIETFONTEIN 208 JP, ROODERAND 46 JP, RUIGHOEK 169 JP, TUSCHENKOMST 135 JP, VOGELSTRUISRIVER 173 JP, WITKLEIFONTEIN 136 JP, ZANDSPRUIT 168 JP",PRIVATE BAX X11 HIGHVELD 0067
15193,PJ DE BEER,DIAMONDS ALLUVIAL,OPENCAST,JOHAN DE BEER,082 676 2587,WOLMARANSSTAD,NORTH-WEST,DOORNFONTEIN 313 IP,PO BOX 6499 FLAMWOOD 2570
14274,PJC PRETORIUS & SEUN,DIAMONDS ALLUVIAL,OPENCAST,FREDERICK FRANCOIS DEYSEL,(053) 963 1081,CHRISTIANA,NORTH-WEST,VUURFONTEIN 117 HO 1 5 9 10,PO BOX 1086 SCHWEIZER-RENEKE 2780
14814,PLATCRO MINERALS,CHROME ORE,OPENCAST,CHEMSTOF (PTY) LTD,082 809 8415,BRITS,NORTH-WEST,BOKFONTEIN 448 JQ,PO BOX 20761 PROTEA PARK 0305
14939,PLATINUM SCHOOL OF MINES,"PGM, GOLD, COBALT METAL IC, COPPER, NICKEL, SULPHUR",UNDERGROUND,ANGLO PLATINUM RUSTENBURG,(014) 598 1106,RUSTENBURG,NORTH-WEST,"BRAKSPRUIT 299 JQ, HOEDSPRUIT 298 JQ",PO BOX 8208 RUSTENBURG 0300
10515,PPC - SLURRY QUARRY,"LIMESTONE, LIME, SHALE FOR CEMENT",OPENCAST,PRETORIA PORTLAND CEMENT CO LTD,(018) 644 8100,MADIKWE,NORTH-WEST,"KLIPPLAAT 108 JO, OLIEVENDRAAI 107 JO, RIETVALLEI 102 JO, SLURRY 96 JO",PO BOX 7 SLURRY 2895
10512,PPC CEMENT SA (PTY) LTD - BEESTEKRAAL QUARRY,"LIMESTONE, LIME",OPENCAST,PPC CEMENT SA (PTY) LTD,(012) 377 7300,BRITS,NORTH-WEST,"BORDER 187 JQ, KALKLAAGTE 213 JQ, ROOINEK 190 JQ, VOGELFONTEIN 191 JQ",PRIVATE BAG X5044 BRITS 0250
13807,PRATLEY DIAMOND MINING COMPANY CC,DIAMONDS ALLUVIAL,OPENCAST,GREENCREST MINING,(011) 955 2190,VENTERSDORP,NORTH-WEST,WELGEVONDEN 167 IP,PO BOX 3055 KENMARE 1745
14769,PRAXOS 604 CC (PTY) LTD,DIAMONDS ALLUVIAL,OPENCAST,PRAXOS 604 CC (PTY) LTD,(053) 963 1081,CHRISTIANA,NORTH-WEST,"BRUSSELS 736 HN, DRIEPOORT 664 HN, DWAARSRIVIER 741 HN, GROOTKLOOF 737 HN, JACOBS VAL 817 HN, KROMKLOOF 738 HN, LISBON 739 HN, TAKWANEN NATIVE RESERVE 662 HN, VENTERS DWAAK 717 HN, WILLOUGHBY 744 HN",PO BOX 1086 SCHWEIZER-RENEKE 2780
13083,PRECIOUS METALS REFINERS,"PGM, GOLD, COBALT METAL IC, COPPER, NICKEL, SULPHUR",SURFACE,ANGLO PLATINUM LTD,(014) 567 9424,RUSTENBURG,NORTH-WEST,"KLIPFONTEIN 300 JQ, BLESKOP 4",PO BOX 331 KROONDAL 0350
14410,PS LOMBARD,DIAMONDS ALLUVIAL,OPENCAST,JALIN BOERDERY (EDMS) BPK,(053) 963 1081,WOLMARANSSTAD,NORTH-WEST,KAMEELBULT 162 HO,PO BOX 1086 SCHWEIZER-RENEKE 2780
14317,RANGE VIEW TRADING 1010 (PTY) LTD,DIAMONDS ALLUVIAL,OPENCAST,RANGE VIEW TRADING 1010 (PTY) LTD,(053) 963 1081,CHRISTIANA,NORTH-WEST,VECHTVALLEI 122 HO,PO BOX 1086 SCHWEIZER RENEKE 2780
10405,RED GRANITI SA (PTY) LTD,DIMENSION STONE GRANITE,OPENCAST,SOUNDPROPS 192 (PTY) LTD,(012) 348 4195,RUSTENBURG,NORTH-WEST,"BOSCHPOORT 284 JQ 9, SCHAAPKRAAL",PO BOX 245 MENLYN 0063
15206,REIVILO DELWERY,DIAMONDS ALLUVIAL,OPENCAST,MONROE MINING (PTY) LTD,(053) 963 1081,SCHWEIZER - RENEKE,NORTH-WEST,LONDON 112 HO RE,PO BOX 1086 SCHWEIZER-RENEKE 2780
15454,RF DE VILLIERS,DIAMONDS ALLUVIAL,OPENCAST,RF DE VILLIERS,079 401 9912,DELAREYVILLE,NORTH-WEST,TWEEBOSCH 318 HO,PO BOX 67 SUNNYSHOF 2760
12667,RHOVAN PSV,"VANADIUM ALLOYS, VANADIUM CHEMICALS",SURFACE,GLENCORE INTERNATIONAL AG,(012) 318 0750,GA-RANKUWA,NORTH-WEST,"BARSEBA 397, LOSPERFONTEIN 405, WAAIKRAAL 396",PO BOX 3620 BRITS 0250
14773,RIETPUT DELWERY - KOPPIE ALLEEN,DIAMONDS ALLUVIAL,OPENCAST,CINLO BK,(053) 963 1081,SCHWEIZER - RENEKE,NORTH-WEST,KOPPIE ALLEEN 221 HO,PO BOX 1086 SCHWEIZER-RENEKE 2780
13982,RIETPUT DELWERY CC - BIESIESLAAGTE,DIAMONDS ALLUVIAL,OPENCAST,RIETPUT DELWERY CC,(053) 963 1081,SCHWEIZER - RENEKE,NORTH-WEST,BIESIESLAAGTE 53 HO,PO BOX 1086 SCHWEIZER-RENEKE 2780
13751,RIETVLY,SILICA,OPENCAST,GLENCORE MERAFE VENTURE,(014) 590 2363,RUSTENBURG,NORTH-WEST,RIETVLY 271 JQ 93,PO BOX 310 KROONDAL 0350
14424,RIVER QUEEN TRADING 194 - GANSPAN,DIAMONDS ALLUVIAL,OPENCAST,RIVER QUEEN TRADING 194 CC,(053) 963 1081,SCHWEIZER - RENEKE,NORTH-WEST,GANSPAN 194 HO RE OF 3,PO BOX 1086 SCHWEIZER-RENEKE 2780
10153,ROLFES SILICA,SILICA,OPENCAST,ROLFES SILICA,(012) 258 9912,BRITS,NORTH-WEST,ZANDFONTEIN 447 JQ 95,PO BOX 1451 BRITS 0250
14544,ROODERAND CHROME MINE - PILANESBERG MINING CO,CHROME ORE,"OPENCAST, SURFACE",CHROMETCO LTD,(012) 667 1919,MANKWE,NORTH-WEST,ROODERAND 46 JQ 2 & RE,THE GREENS OFFICE PARK SPARREBOSCH BLDG CHARLES DE GAULLE CRESCENT HIGHVELD PARK 2055
15361,ROOIBULT,DIAMONDS ALLUVIAL,OPENCAST,GERT CHRISPARUS KNOETZE,793 650 869,WOLMARANSSTAD,NORTH-WEST,ROOIBULT 152 HO 5,PO BOX 206 WOLMARANSTAD 2630
11444,RPM - WATERVAL SMELTER,"PGM, GOLD, COBALT METAL IC, COPPER, NICKEL, SULPHUR",SURFACE,ANGLO PLATINUM LTD,(014) 591 5001,RUSTENBURG,NORTH-WEST,"FARM 303 JQ, WATERVAL 307 JQ",PO BOX 404 KROONDAL 0350
14890,RPM - WATERVAL SMELTER - ACP,PGM,SURFACE,ANGLO PLATINUM LTD,(014) 591 5004,RUSTENBURG,NORTH-WEST,WATERVAL 303 JQ,PO BOX 404 KROONDAL 0350
10548,RUIGHOEK CHROME MINE,CHROME ORE,"OPENCAST, UNDERGROUND",BATLHAKO MINING LIMITED,(014) 513 1010,MANKWE,NORTH-WEST,RUIGHOEK 169 JP,PO BOX 5 BOSHOEK 0301
11226,RUSTENBURG BASE METALS REFINERY (PTY) LTD,"PGM, GOLD, COBALT METAL IC, COPPER, NICKEL, SULPHUR",SURFACE,ANGLO PLATINUM LTD,(014) 596 4034,RUSTENBURG,NORTH-WEST,WATERVAL 303 JQ,PO BOX 483 RUSTENBURG 0300
14643,RUSTENBURG CONCENTRATORS,"PGM, GOLD, COBALT METAL IC, COPPER, NICKEL, SULPHUR",SURFACE,SIBANYE PLATINUM LTD,(014) 598 2261,RUSTENBURG,NORTH-WEST,"FRANK SHAFTS 1 & 2, WATERVAL COMPLEX",PO BOX 8208 RUSTENBURG 0300
10079,RUSTENBURG MINERALS DEV CO (PTY) LTD,CHROME ORE,OPENCAST,AFRICAN MINING & TRUST CO LTD,(011) 770 6800,MANKWE,NORTH-WEST,"GROENFONTEIN 138 JP, VOGELSTRUISNEK, ZANDSPRUIT",PRIVATE BAG X03 NORTHLANDS 2196
12040,RUSTENBURG SANDWERKE,SAND NATURAL,OPENCAST,APJ ELS,(014) 534 0529,RUSTENBURG,NORTH-WEST,RHENOSTERFONTEIN 336 JQ,PO BOX 671 KROONDAL 0350
12221,RUSTENBURG SMELTERS,CHROMIUM ALLOYS,SURFACE,GLENCORE,(014) 572 0000,RUSTENBURG,NORTH-WEST,INDUSTRIAL AREA VANADIUM STR,PRIVATE BAG X82325 RUSTENBURG 0300
14273,SAAIMAN DIAMOND MINING TRUST,DIAMONDS ALLUVIAL,OPENCAST,HP SAAIMAN,083 254 3756,CHRISTIANA,NORTH-WEST,SWARTLAAGTE 749 LS,PO BOX 124 BLOEMHOF 2660
14150,SANDRIVIER,SAND NATURAL,OPENCAST,LL KLOPPER,(014) 772 1578,RUSTENBURG,NORTH-WEST,KLIPGAT 348 KQ,PO BOX 245 THABAZIMBI 0380
15165,SEPHAKU DEVELOPMENT,LIMESTONE,OPENCAST,SEPHAKU HOLDINGS LTD,(018) 633 4400,LICHTENBURG,NORTH-WEST,"KLEIN WESTERFORD 78 IO REM, VERDWAAL 57 IO 2 & REM, STIGLINGSPAN 73 IO",PRIVATE BAG 12058 LICHTENBURG 2740
13311,SHIVA URANIUM LIMITED,"URANIUM, GOLD, SILVER","OPENCAST, UNDERGROUND",SHIVA URANIUM  LIMITED,(018) 467 9000,KLERKSDORP,NORTH-WEST,RIETKUIL 397 IP,PO BOX 20 HARTEBEESFONTEIN 2600
14610,SIBANYE RUSTENBURG PLATINUM MINE - CENTRAL SERVICES,"PGM, GOLD, COBALT METAL IC, COPPER, NICKEL, SULPHUR",SURFACE,SIBANYE PLATINUM,(014) 598 5560,RUSTENBURG,NORTH-WEST,KLIPFONTEIN 300 JQ,PO BOX 1 BLESKOP 0300
14470,SILVER RUBY TRADING 87 (PTY) LTD,DIAMONDS ALLUVIAL,OPENCAST,KARDELKOR,(011) 674 1300,WOLMARANSSTAD,NORTH-WEST,"LEEUWBOSCH 44 HP 33, SYFERGAT 56 HP",PO BOX 6097 WESTGATE 1734
15132,SINO ROCK (PTY) LTD,PYROPHYLLITE,OPENCAST,JIN SUN,828 882 899,LICHTENBURG,NORTH-WEST,DRIEKUIL 280 IP 6,PO BOX 792 UMHLANGA ROCKS 4320
14607,SIPHUMELELE 1 MINE,"PGM, GOLD, COBALT METAL IC, COPPER, NICKEL, SULPHUR",UNDERGROUND,SIBANYE PLATINUM RUSTENBURG,(014) 598 1606,RUSTENBURG,NORTH-WEST,"BLESKOP SHAFT, BRAKSPRUIT 299 JQ, TURFFONTEIN 302 JQ, SIPHUMELELE CENTRAL",PO BOX 1 BLESKOP 0292
15303,SJ NEL,DIAMONDS ALLUVIAL,OPENCAST,SJ NEL,082 926 5298,CHRISTIANA,NORTH-WEST,ZWARTLAAGTE 345 HO VARIOUS,PO BOX 67 BLOEMHOF 2660
15240,SJ NEZAR DELWERY,DIAMONDS ALLUVIAL,OPENCAST,SJ NEZAR,083 306 0124,WOLMARANSSTAD,NORTH-WEST,DOORNFONTEIN 313 IP,PO BOX 243 OTTOSDAL 2610
